Injury Severity,Latitude,Longitude
No Injury,39.04969333,-77.10268833
No Injury,39.03536584,-77.06790179
No Injury,39.05695333,-77.04994333
No Injury,39.10851833,-77.18871667
No Injury,39.10489667,-77.19060167
No Injury,38.98406928,-77.09086043
No Injury,38.99115,-77.15820667
No Injury,39.06103667,-76.99830333
No Injury,39.00711258,-76.98028556
No Injury,39.18099,-77.23861
No Injury,38.99885333,-77.15785667
No Injury,39.17540982,-77.23821762
No Injury,38.99928167,-77.07729667
No Injury,39.088724,-77.15117933
No Injury,39.04495333,-77.11675333
No Injury,39.15461923,-77.20963285
Minor Injury,39.01777,-77.078095
No Injury,39.01658538,-77.08803046
No Injury,39.04569333,-77.06631167
Minor Injury,39.03312,-77.07538333
No Injury,39.049341,-77.07049167
No Injury,39.218055,-77.2386
No Injury,39.12918517,-77.20775683
No Injury,39.03034,-77.07503833
No Injury,39.01605401,-77.01569456
No Injury,38.96914533,-77.113008
No Injury,39.02527624,-76.96863964
No Injury,39.01658538,-77.08803046
No Injury,39.00839283,-77.04030817
No Injury,39.09352,-77.00133
No Injury,39.00839283,-77.04030817
No Injury,39.02485067,-77.12629967
No Injury,39.18431669,-77.25440985
Serious Injury,39.07126935,-77.0453556
No Injury,39.18628414,-77.2555888
No Injury,39.02485067,-77.12629967
Minor Injury,39.26874822,-77.20624093
No Injury,39.16064667,-77.27914167
No Injury,39.02764517,-77.020278
No Injury,39.1062845,-76.91892417
No Injury,38.97800667,-77.09855667
No Injury,39.055715,-76.95588033
Minor Injury,39.155128,-77.20091383
No Injury,39.03312,-77.07538333
No Injury,39.22445333,-77.17643833
No Injury,39.11174138,-77.18714015
Minor Injury,39.01204528,-77.16005116
No Injury,39.02722667,-77.20513333
No Injury,39.13395491,-77.19058461
No Injury,39.01512167,-77.11874167
No Injury,39.03409,-77.07424667
No Injury,39.10849443,-76.93649414
No Injury,39.11645833,-77.09943333
No Injury,39.13450596,-77.20540715
No Injury,39.10815483,-77.0814505
No Injury,39.08056333,-77.14396833
No Injury,39.05037333,-77.10389333
No Injury,39.05037333,-77.10389333
No Injury,39.00806616,-77.238489
No Injury,39.24082667,-77.23513167
No Injury,39.09590467,-77.20110883
No Injury,39.10849443,-76.93649414
No Injury,39.011895,-77.041413
Minor Injury,38.9896605,-77.09788117
No Injury,39.12302667,-77.17721833
No Injury,38.98505167,-77.09708333
No Injury,38.97753583,-77.09206683
No Injury,39.11839963,-77.21708727
No Injury,39.04465047,-77.11324892
No Injury,39.12073167,-77.174935
No Injury,39.06277833,-76.962945
No Injury,39.15098667,-77.20969167
No Injury,39.193505,-77.27793833
No Injury,39.12120231,-76.98897231
No Injury,39.01878046,-76.97655637
No Injury,38.98505167,-77.09708333
No Injury,38.96111167,-77.116325
No Injury,39.27211304,-77.20285051
No Injury,39.11553752,-77.16610131
No Injury,39.10945533,-77.18811083
No Injury,39.17748,-77.18949667
No Injury,38.9896605,-77.09788117
No Injury,39.09590467,-77.20110883
No Injury,39.16955,-77.19072667
Minor Injury,39.12120231,-76.98897231
No Injury,39.0893295,-77.17792083
No Injury,39.21196149,-77.14258628
No Injury,39.007735,-77.13328717
Minor Injury,39.16955,-77.19072667
No Injury,39.18439833,-77.11360333
Minor Injury,39.15637833,-77.266415
No Injury,38.9756005,-76.995447
No Injury,39.008975,-77.03997667
No Injury,39.08593265,-77.14545124
No Injury,39.03914833,-77.07585
No Injury,39.19083373,-77.24726653
No Injury,39.09171136,-77.15345049
No Injury,39.03914833,-77.07585
No Injury,39.04067067,-77.05456733
Minor Injury,39.07894233,-77.15605838
Minor Injury,39.07296933,-76.95584633
No Injury,39.01215753,-77.00266355
No Injury,39.12851113,-77.2377355
No Injury,38.96111167,-77.116325
No Injury,39.2041905,-77.24844867
Minor Injury,39.01038078,-77.09159368
No Injury,39.17748,-77.18949667
No Injury,38.98754739,-77.02668887
No Injury,39.02525176,-77.04618257
No Injury,39.02525176,-77.04618257
No Injury,39.04558667,-76.988465
No Injury,39.10640417,-76.91592533
No Injury,39.04142167,-77.05773833
No Injury,39.06376667,-76.96540167
No Injury,39.21196149,-77.14258628
No Injury,39.18005991,-77.26830349
Minor Injury,39.13271138,-77.2026193
No Injury,38.99515167,-77.04831333
No Injury,39.12302667,-77.17721833
No Injury,39.08577213,-76.94031155
No Injury,39.111064,-77.21924833
No Injury,39.06277833,-76.962945
No Injury,39.0893295,-77.17792083
No Injury,39.05328417,-77.13199917
No Injury,39.19083373,-77.24726653
No Injury,39.15888734,-77.160229
No Injury,39.02154516,-77.01170234
No Injury,38.98561167,-77.07708667
No Injury,39.07534833,-77.06793167
Minor Injury,39.10815483,-77.0814505
No Injury,39.051875,-77.07523833
No Injury,39.05962167,-77.06177667
No Injury,39.28496833,-77.20196333
No Injury,39.111064,-77.21924833
No Injury,39.05610134,-76.9542526
No Injury,39.008975,-77.03997667
No Injury,39.12073167,-77.174935
No Injury,39.3294901,-77.19116993
Minor Injury,39.287995,-77.22188667
No Injury,39.04901833,-77.102465
No Injury,39.01539094,-77.04250625
No Injury,38.97807183,-77.0057185
No Injury,39.24082667,-77.23513167
No Injury,39.03409,-77.07424667
No Injury,39.05712833,-77.16161833
No Injury,39.10640417,-76.91592533
No Injury,38.96111167,-77.116325
No Injury,39.05885776,-77.12083203
No Injury,39.09067667,-77.199705
No Injury,39.1144765,-77.1921
No Injury,38.98160103,-76.98898714
Minor Injury,39.18005991,-77.26830349
Minor Injury,39.04558667,-76.988465
Minor Injury,39.147535,-77.16942333
No Injury,38.97753583,-77.09206683
No Injury,39.00806616,-77.238489
No Injury,39.04523667,-77.111785
No Injury,39.00340167,-77.09711667
No Injury,39.01215753,-77.00266355
Minor Injury,39.02684667,-77.13233667
Minor Injury,39.11553752,-77.16610131
No Injury,39.065385,-77.04792
No Injury,39.13427733,-77.1952857
No Injury,39.10438167,-77.19244167
No Injury,38.99070383,-76.98971217
No Injury,39.04916833,-77.10681667
No Injury,39.238685,-77.28160167
Minor Injury,39.10383233,-77.08833117
Minor Injury,39.07902667,-76.93760667
No Injury,39.06584817,-77.03486217
No Injury,39.10304934,-77.291147
No Injury,39.09140667,-77.06306167
No Injury,39.11474417,-77.20714925
No Injury,39.19150833,-77.2454375
No Injury,38.99931733,-77.09689517
No Injury,39.04613333,-77.06838667
No Injury,39.09806667,-77.13603167
Minor Injury,39.11123167,-76.90914333
No Injury,39.01206167,-77.016845
No Injury,39.04421667,-77.06296333
No Injury,39.10616883,-77.152274
No Injury,39.12830368,-77.23060512
No Injury,39.08107833,-77.31948833
No Injury,39.0749,-77.11563
No Injury,39.07647465,-76.97052251
No Injury,39.10304934,-77.291147
Minor Injury,39.195943,-77.22206717
Minor Injury,39.149235,-77.06652
No Injury,39.01518435,-77.04256958
No Injury,39.045595,-77.10483667
No Injury,39.0540158,-77.13853554
No Injury,39.18167833,-77.25993167
No Injury,39.03906272,-77.04958693
No Injury,39.02939,-77.07791333
No Injury,39.01377333,-77.04209167
Minor Injury,39.0226006,-77.1062737
No Injury,39.11099265,-77.21865062
No Injury,39.060155,-77.089795
Minor Injury,39.14598,-77.14470833
No Injury,39.16979333,-77.264045
No Injury,39.08655333,-76.9556
No Injury,39.0787247,-77.13232631
No Injury,39.14808,-77.21793333
No Injury,39.07592575,-77.13202961
No Injury,39.12343539,-77.17880527
No Injury,38.96259067,-77.09971367
No Injury,39.09333,-77.16147833
No Injury,39.02882333,-77.00781667
No Injury,39.13363667,-77.2423
No Injury,39.15054743,-77.08479303
No Injury,38.9816,-77.00305833
No Injury,39.12291167,-77.17354667
No Injury,39.0803265,-77.14052
No Injury,39.1222305,-77.17786983
No Injury,39.04877467,-77.1233625
No Injury,39.31024333,-77.24517167
No Injury,39.04877467,-77.1233625
No Injury,39.00830833,-76.99852333
Minor Injury,39.16979333,-77.264045
No Injury,39.1241568,-77.23244837
No Injury,39.0226006,-77.1062737
No Injury,39.022755,-76.97808
No Injury,39.14877167,-77.11324733
No Injury,39.09340667,-77.07820333
No Injury,39.02009167,-77.0521
No Injury,39.15284492,-77.21144637
No Injury,39.18539333,-77.188525
No Injury,39.07710832,-77.12349292
Minor Injury,39.22628719,-77.07336927
No Injury,39.05627667,-77.08226833
No Injury,39.159099,-77.21938317
Minor Injury,39.08780833,-77.07951833
Minor Injury,39.10113158,-77.04096847
Minor Injury,39.07553333,-77.14014333
No Injury,39.10214167,-76.98184833
No Injury,39.18885206,-77.25140043
No Injury,39.23065833,-77.09208833
No Injury,39.1565952,-77.26665902
Minor Injury,39.00313617,-77.13144167
No Injury,39.21476,-77.25084167
Minor Injury,39.01972067,-77.13432617
No Injury,39.109589,-77.15327983
No Injury,39.15284492,-77.21144637
No Injury,39.07869963,-77.1415573
No Injury,39.19190167,-77.17812833
No Injury,39.18338167,-77.27100333
Minor Injury,39.01972067,-77.13432617
No Injury,39.18338167,-77.27100333
Minor Injury,39.109589,-77.15327983
No Injury,39.08655333,-76.9556
No Injury,39.15230105,-77.2122017
No Injury,39.00153478,-76.99580571
No Injury,39.1222305,-77.17786983
Minor Injury,39.0906064,-77.04489917
No Injury,39.0226006,-77.1062737
No Injury,39.07710832,-77.12349292
No Injury,39.087825,-77.15100167
No Injury,39.12343539,-77.17880527
No Injury,39.09546667,-76.93784267
No Injury,39.24270333,-77.18391833
Minor Injury,39.09072,-77.04481333
No Injury,39.076045,-76.94135167
No Injury,39.14304798,-77.18963118
No Injury,39.17430456,-77.05360246
No Injury,39.03623667,-77.05008
No Injury,39.04713517,-77.11263687
No Injury,39.16994717,-77.17679783
Minor Injury,39.10113158,-77.04096847
No Injury,38.98732182,-77.02664322
No Injury,39.11464667,-77.156845
No Injury,39.14730275,-77.20534875
Minor Injury,38.97259433,-77.14869333
No Injury,39.15690333,-77.21234
No Injury,39.14808,-77.21793333
No Injury,39.099035,-77.04277833
No Injury,39.075625,-77.09911333
Minor Injury,39.11172217,-77.18718267
Minor Injury,39.0226006,-77.1062737
No Injury,39.10935667,-77.07848667
Minor Injury,39.199835,-77.24534
No Injury,39.09072,-77.04481333
No Injury,38.99852833,-77.08857167
No Injury,39.20526583,-77.2435695
No Injury,39.18211717,-77.2603665
No Injury,39.05641,-76.95291
No Injury,39.01377333,-77.04209167
No Injury,39.05529349,-76.99539407
Minor Injury,39.076045,-76.94135167
No Injury,39.0787247,-77.13232631
Minor Injury,39.23221,-77.28444667
No Injury,39.02302167,-77.02703
No Injury,39.19190167,-77.17812833
No Injury,39.1565952,-77.26665902
No Injury,38.97259433,-77.14869333
No Injury,39.01181833,-77.003695
No Injury,38.99342178,-76.99719995
Minor Injury,39.087825,-77.15100167
No Injury,39.14877167,-77.11324733
No Injury,39.01125828,-77.00683898
No Injury,39.0787247,-77.13232631
No Injury,39.02861167,-77.076095
No Injury,39.06272333,-77.073555
No Injury,39.02861167,-77.076095
No Injury,39.15522183,-77.20957383
No Injury,39.18496333,-77.09431833
No Injury,39.112158,-77.16191
Minor Injury,39.05641,-76.95291
No Injury,39.0803265,-77.14052
No Injury,39.016065,-76.97740833
No Injury,39.01185,-76.97868667
No Injury,39.03777617,-77.05169367
No Injury,39.196855,-77.265205
No Injury,39.0792941,-77.1695951
No Injury,39.10415167,-77.181395
Minor Injury,39.14730275,-77.20534875
No Injury,39.15084333,-77.21096833
Minor Injury,39.15690333,-77.21234
No Injury,39.07553333,-77.14014333
No Injury,39.00153478,-76.99580571
Minor Injury,39.08780833,-77.07951833
No Injury,39.060155,-77.089795
No Injury,39.05457367,-76.96974883
No Injury,39.00313617,-77.13144167
No Injury,39.10935667,-77.07848667
No Injury,39.04492,-77.11451
No Injury,39.16864219,-77.23391094
No Injury,38.99342178,-76.99719995
No Injury,39.052929,-77.076971
No Injury,39.15230105,-77.2122017
Minor Injury,39.03623667,-77.05008
No Injury,39.00496369,-77.0230191
Minor Injury,39.0906064,-77.04489917
No Injury,39.05457367,-76.96974883
No Injury,39.10214167,-76.98184833
No Injury,38.97280067,-77.12140683
No Injury,39.07399333,-77.09394167
No Injury,39.15522183,-77.20957383
No Injury,38.98732182,-77.02664322
No Injury,39.18639833,-77.231295
No Injury,39.20526583,-77.2435695
No Injury,39.02626167,-77.04651833
No Injury,39.18211717,-77.2603665
No Injury,39.05789533,-76.96816317
No Injury,39.00830833,-76.99852333
No Injury,39.10669167,-76.94265167
No Injury,39.16483365,-77.22749527
No Injury,39.00313617,-77.13144167
Minor Injury,38.96295567,-77.12132083
No Injury,39.23065833,-77.09208833
No Injury,39.00496369,-77.0230191
No Injury,39.18539333,-77.188525
No Injury,38.99110833,-77.09392833
No Injury,38.99102878,-77.09559958
No Injury,39.16864219,-77.23391094
No Injury,39.13363667,-77.2423
Minor Injury,39.099035,-77.04277833
No Injury,39.07869963,-77.1415573
No Injury,39.022755,-76.97808
No Injury,39.10104833,-77.00386
No Injury,39.05641,-76.95291
No Injury,38.97280067,-77.12140683
No Injury,39.09340667,-77.07820333
No Injury,39.08845973,-77.17251806
No Injury,39.0196603,-77.01322486
No Injury,39.06651667,-77.00111917
No Injury,39.00496369,-77.0230191
No Injury,39.10415167,-77.181395
Minor Injury,38.96349283,-77.101994
No Injury,39.02626167,-77.04651833
No Injury,39.10739297,-77.18931121
No Injury,39.23485,-77.28087167
Minor Injury,39.177075,-77.209935
No Injury,39.10104833,-77.00386
No Injury,38.96349283,-77.101994
No Injury,39.075625,-77.09911333
No Injury,39.12237016,-77.17807882
No Injury,39.16581667,-77.24633333
No Injury,39.02966667,-76.98343833
No Injury,39.11172217,-77.18718267
No Injury,39.199835,-77.24534
No Injury,39.11099265,-77.21865062
Minor Injury,38.96259067,-77.09971367
No Injury,39.07312776,-77.13727449
No Injury,39.19534833,-77.32636833
No Injury,38.97280067,-77.12140683
No Injury,39.23221,-77.28444667
Minor Injury,39.085121,-77.07514733
Minor Injury,39.16864219,-77.23391094
No Injury,39.16994717,-77.17679783
Minor Injury,39.087825,-77.15100167
No Injury,39.0196603,-77.01322486
No Injury,39.04713517,-77.11263687
No Injury,39.03777617,-77.05169367
No Injury,39.01400917,-77.00414942
Minor Injury,39.01377333,-77.04209167
Minor Injury,38.96295567,-77.12132083
Minor Injury,39.0787247,-77.13232631
No Injury,39.00683871,-77.02129072
No Injury,39.199835,-77.24534
No Injury,39.10669167,-76.94265167
No Injury,39.04725888,-77.0424329
No Injury,39.05741667,-77.06809833
No Injury,39.11701167,-77.16862
Minor Injury,39.07949667,-76.94517
Minor Injury,39.11464667,-77.156845
Minor Injury,39.1241568,-77.23244837
Minor Injury,39.112158,-77.16191
Serious Injury,39.07647465,-76.97052251
No Injury,39.07592575,-77.13202961
No Injury,39.02009167,-77.0521
No Injury,39.016065,-76.97740833
No Injury,39.07949667,-76.94517
No Injury,39.07312776,-77.13727449
Minor Injury,39.14598,-77.14470833
No Injury,39.14304798,-77.18963118
No Injury,39.10669167,-76.94265167
No Injury,39.060155,-77.089795
No Injury,39.19534833,-77.32636833
No Injury,39.0022156,-76.9931585
No Injury,39.02882333,-77.00781667
Minor Injury,39.15130708,-77.24651117
Minor Injury,39.18885206,-77.25140043
No Injury,39.01185,-76.97868667
No Injury,38.99014517,-77.0313035
No Injury,39.050881,-77.160948
No Injury,39.10739297,-77.18931121
No Injury,39.05529349,-76.99539407
Minor Injury,39.0226006,-77.1062737
No Injury,39.04725888,-77.0424329
No Injury,39.18496333,-77.09431833
No Injury,39.14598,-77.14470833
No Injury,39.0787247,-77.13232631
No Injury,39.00683871,-77.02129072
No Injury,39.07710832,-77.12349292
No Injury,39.16581667,-77.24633333
No Injury,39.0792941,-77.1695951
Minor Injury,38.96259067,-77.09971367
Minor Injury,39.09333,-77.16147833
No Injury,39.159099,-77.21938317
Minor Injury,39.06272333,-77.073555
No Injury,39.16864219,-77.23391094
No Injury,39.05627667,-77.08226833
Minor Injury,39.15130708,-77.24651117
No Injury,39.18211717,-77.2603665
No Injury,39.01181833,-77.003695
No Injury,38.98300167,-77.01721167
Minor Injury,39.06858167,-77.14764333
No Injury,39.28205906,-77.46273699
No Injury,39.12237016,-77.17807882
No Injury,39.06651667,-77.00111917
No Injury,38.99746667,-77.10965833
No Injury,39.01400917,-77.00414942
No Injury,39.253065,-77.19770667
Minor Injury,39.16864219,-77.23391094
No Injury,39.09546667,-76.93784267
No Injury,39.01235678,-77.00296303
Minor Injury,39.15922658,-77.21935028
No Injury,39.01235678,-77.00296303
Minor Injury,39.26447833,-77.218675
No Injury,39.0012975,-76.98570917
No Injury,39.05877667,-77.12124333
No Injury,39.17495,-77.15135
Minor Injury,39.17252167,-77.20160833
No Injury,39.04009167,-76.990655
No Injury,39.07256833,-77.096905
No Injury,39.05505333,-77.10429
No Injury,38.97816333,-77.09139833
No Injury,39.046895,-77.05317333
Minor Injury,39.14765833,-77.169155
No Injury,39.18527613,-77.15071376
No Injury,39.045705,-76.98762833
No Injury,38.9816,-77.00305833
No Injury,39.045595,-77.10483667
No Injury,39.04635667,-77.08030283
No Injury,39.20776667,-77.174875
No Injury,38.99038116,-77.01833359
No Injury,39.01518435,-77.04256958
No Injury,39.02939,-77.07791333
No Injury,38.97797683,-77.0017035
No Injury,38.98796698,-77.07720893
No Injury,39.14982167,-77.012455
No Injury,39.083975,-77.15695833
No Injury,39.01518435,-77.04256958
No Injury,39.03906272,-77.04958693
Minor Injury,39.04019667,-76.99027167
No Injury,39.19248833,-77.24287167
No Injury,38.96378667,-77.10219833
No Injury,39.05173167,-77.07485057
No Injury,39.03149867,-77.005195
No Injury,39.13392333,-77.15985
Minor Injury,39.15622352,-77.20696167
No Injury,39.06356333,-77.07254833
No Injury,39.20776667,-77.174875
No Injury,38.963835,-77.087755
No Injury,39.04946202,-77.10907586
No Injury,39.00646621,-77.07500377
No Injury,39.00878593,-77.01848626
No Injury,38.963835,-77.087755
No Injury,39.19248833,-77.24287167
No Injury,39.02254,-77.14886833
No Injury,39.094,-77.1528
No Injury,39.05284,-77.050895
Minor Injury,39.17905333,-77.26710333
No Injury,39.14765833,-77.169155
No Injury,39.06328833,-77.05031667
No Injury,39.253065,-77.19770667
No Injury,39.15988,-77.21709833
No Injury,39.13616333,-77.13537667
No Injury,39.16970667,-77.20474333
No Injury,39.15799023,-77.20415377
No Injury,39.063995,-76.96737
No Injury,39.1253745,-77.0275745
No Injury,39.06645167,-77.02714167
No Injury,39.09692167,-77.19960833
No Injury,39.05877667,-77.12124333
No Injury,39.14867667,-77.06842
No Injury,39.063995,-76.96737
No Injury,39.04009167,-76.990655
Minor Injury,39.06680152,-77.12137656
No Injury,39.06784833,-76.973215
No Injury,38.99165495,-77.02649436
No Injury,39.14883562,-77.22404137
No Injury,39.055686,-76.9593175
No Injury,39.036675,-77.050955
No Injury,39.177375,-77.27097333
No Injury,38.99928333,-77.01761333
No Injury,38.987875,-77.02426167
No Injury,39.09873333,-77.09952167
No Injury,38.99542333,-77.00691833
No Injury,39.06426355,-77.15629301
Minor Injury,39.09133967,-77.11209617
Minor Injury,39.09054217,-77.04644302
No Injury,39.06259667,-77.160095
No Injury,39.15254565,-77.21209193
Minor Injury,39.100655,-77.214575
No Injury,39.01356,-77.040675
No Injury,38.99458968,-77.036255
No Injury,39.08876565,-77.15617054
No Injury,39.06426355,-77.15629301
No Injury,39.12608502,-77.1826422
No Injury,39.00030833,-77.0328
Minor Injury,39.09054217,-77.04644302
No Injury,39.0220318,-77.01498017
Minor Injury,39.16244,-77.28244
Minor Injury,39.141685,-77.21769667
No Injury,39.09325967,-77.19648883
No Injury,39.00355,-77.02383333
No Injury,39.21545383,-77.25537733
Minor Injury,39.15219167,-77.17254167
No Injury,39.03325833,-77.12115833
No Injury,38.96300833,-77.09146
No Injury,39.06426355,-77.15629301
No Injury,39.07261167,-76.95517833
No Injury,38.98362837,-77.13778095
No Injury,39.02942017,-77.07578267
No Injury,39.32697167,-77.19347833
No Injury,39.08697598,-77.14984871
No Injury,39.02942017,-77.07578267
No Injury,39.169415,-77.19041667
No Injury,38.97949333,-77.07709
No Injury,39.04192477,-77.11052965
No Injury,39.12138667,-77.02491667
No Injury,39.09325967,-77.19648883
No Injury,38.97715367,-77.08859059
No Injury,38.987875,-77.02426167
No Injury,39.0001079,-77.00148775
Minor Injury,39.15219167,-77.17254167
No Injury,39.14027503,-77.20551178
No Injury,39.08103333,-77.14667833
No Injury,39.07752333,-77.07066
Minor Injury,39.00876833,-77.11355
Minor Injury,39.13630442,-77.19237363
No Injury,38.993886,-77.0769615
No Injury,39.01957383,-77.09421633
No Injury,39.13630442,-77.19237363
No Injury,39.2467995,-77.25042667
No Injury,39.05624333,-77.11909667
No Injury,39.10466333,-77.088655
No Injury,39.0780976,-77.08087227
Minor Injury,39.09446667,-77.16047833
No Injury,39.05620667,-77.08285167
Minor Injury,39.03099317,-77.00557617
Minor Injury,39.05620667,-77.08285167
No Injury,39.0901,-77.178535
No Injury,39.14752985,-77.2313366
No Injury,39.07752333,-77.07066
Minor Injury,39.19016667,-77.18535667
No Injury,39.02930933,-77.07630217
No Injury,39.03161383,-77.00556133
No Injury,38.99542333,-77.00691833
Minor Injury,39.05056833,-77.10906333
Minor Injury,39.0555445,-76.9561065
No Injury,39.02942017,-77.07578267
No Injury,39.04129233,-77.04818383
No Injury,39.00506333,-77.02259
Serious Injury,39.13386667,-77.15808667
Minor Injury,39.13466667,-77.20577167
No Injury,39.13655667,-77.12748667
No Injury,39.32697167,-77.19347833
Minor Injury,39.15541,-77.22705333
No Injury,39.07261167,-76.95517833
No Injury,39.118175,-77.16812833
No Injury,39.06426355,-77.15629301
No Injury,39.03668833,-77.04526333
No Injury,39.16980785,-77.17894802
Minor Injury,39.09356613,-77.07927768
No Injury,39.16940966,-77.19063071
No Injury,39.0245535,-76.97929783
No Injury,39.015113,-77.03201533
No Injury,39.11553167,-77.18516333
Minor Injury,39.13466667,-77.20577167
No Injury,39.01101,-76.97783167
No Injury,39.0399725,-77.05113017
Minor Injury,39.08672,-77.06515333
No Injury,38.99209167,-77.109665
No Injury,39.13211167,-77.18904833
Minor Injury,39.21344335,-77.24901883
Minor Injury,39.150825,-77.17452167
No Injury,39.13655667,-77.12748667
No Injury,39.15541,-77.22705333
No Injury,39.12608502,-77.1826422
No Injury,39.06787,-76.95976167
Minor Injury,39.140625,-77.21420167
No Injury,39.169415,-77.19041667
No Injury,39.140625,-77.21420167
No Injury,39.00531833,-77.07898
No Injury,39.06993387,-77.10626036
No Injury,39.0399725,-77.05113017
No Injury,39.1420605,-77.2211285
No Injury,39.10762667,-77.076215
No Injury,39.07420831,-77.13601429
No Injury,39.1483165,-77.2067125
No Injury,38.98461833,-77.09241167
No Injury,39.04273692,-77.11049534
No Injury,38.975244,-76.994269
Minor Injury,39.00991608,-77.05496097
No Injury,39.12138667,-77.02491667
No Injury,39.015113,-77.03201533
No Injury,39.073255,-76.95547
No Injury,39.00030833,-77.0328
Minor Injury,39.158305,-77.20386667
No Injury,39.00355,-77.02383333
No Injury,39.09054217,-77.04644302
No Injury,39.08672,-77.06515333
No Injury,39.1420605,-77.2211285
No Injury,38.97949333,-77.07709
No Injury,39.06788667,-76.95615667
No Injury,38.99928333,-77.01761333
No Injury,39.21545383,-77.25537733
No Injury,39.12138667,-77.02491667
No Injury,39.233825,-77.241245
No Injury,39.06259667,-77.160095
No Injury,39.10600833,-77.001335
Minor Injury,39.15541,-77.22705333
No Injury,39.05306905,-77.11091471
Minor Injury,39.15286502,-77.21144957
No Injury,38.993886,-77.0769615
Serious Injury,39.06426355,-77.15629301
No Injury,39.09042,-77.05369333
Minor Injury,39.06426355,-77.15629301
No Injury,39.14252699,-77.22095546
No Injury,39.01356,-77.040675
No Injury,39.09803,-77.13755167
No Injury,39.06649,-77.02941167
No Injury,39.09412526,-77.147388
Minor Injury,39.11716167,-76.96951167
Minor Injury,39.04129233,-77.04818383
No Injury,39.08795757,-77.13334639
No Injury,39.015113,-77.03201533
No Injury,39.13211167,-77.18904833
No Injury,38.99209167,-77.109665
No Injury,39.09433657,-77.07941918
No Injury,38.97715367,-77.08859059
No Injury,38.99765167,-76.99393833
No Injury,39.13386667,-77.15808667
No Injury,39.03146667,-77.07489333
Minor Injury,39.06787,-76.95976167
No Injury,39.05306905,-77.11091471
No Injury,39.03161383,-77.00556133
Minor Injury,38.98850733,-77.07725017
No Injury,39.0245535,-76.97929783
No Injury,39.00991608,-77.05496097
No Injury,39.14027503,-77.20551178
Minor Injury,39.05624333,-77.11909667
No Injury,39.06287667,-77.05463667
No Injury,39.12848851,-76.92176596
No Injury,39.0220318,-77.01498017
No Injury,39.10466333,-77.088655
No Injury,39.10963167,-77.07453833
No Injury,39.12848851,-76.92176596
No Injury,39.03325833,-77.12115833
No Injury,39.14642488,-77.20437053
No Injury,39.06317667,-77.054535
No Injury,39.09873333,-77.09952167
No Injury,39.02942017,-77.07578267
No Injury,39.181415,-77.27672833
No Injury,39.00876833,-77.11355
No Injury,38.98362837,-77.13778095
No Injury,39.0780976,-77.08087227
No Injury,38.98850733,-77.07725017
Minor Injury,39.073255,-76.95547
No Injury,39.169415,-77.19041667
Minor Injury,39.08689436,-76.95856065
No Injury,39.19651293,-77.24414564
No Injury,39.02786,-77.07709667
No Injury,38.97621333,-76.99680333
Serious Injury,39.08734217,-77.17644167
No Injury,39.06551917,-76.97310833
Minor Injury,39.10552667,-77.14498
No Injury,39.06317667,-77.054535
No Injury,39.08297667,-77.14363
No Injury,39.19834739,-77.24499643
No Injury,39.11447967,-77.16721283
No Injury,38.982795,-77.01554167
No Injury,39.16128833,-77.268455
No Injury,38.994315,-76.99242667
No Injury,39.11447967,-77.16721283
No Injury,39.18059033,-77.26388367
No Injury,39.1535873,-77.27791756
No Injury,39.15443667,-77.20963333
No Injury,39.03614833,-77.03675667
Minor Injury,39.0410235,-77.04662333
No Injury,39.06116833,-77.06853667
No Injury,39.08611595,-77.17183417
Minor Injury,39.08437667,-77.159655
No Injury,39.14190733,-77.19624783
No Injury,39.01863446,-77.01444094
No Injury,39.20219167,-77.25337333
No Injury,39.0417455,-76.9912145
No Injury,39.20202921,-77.25273875
Minor Injury,39.02053333,-77.0122
No Injury,39.19735333,-77.27393667
No Injury,39.163665,-77.28274
No Injury,39.14484333,-77.21862
No Injury,39.13246833,-77.38682
No Injury,39.03972607,-77.05506725
Minor Injury,39.16199333,-77.25068167
Minor Injury,39.11745742,-77.2169786
Minor Injury,39.02241833,-77.10665667
No Injury,39.10092667,-76.97817167
No Injury,39.13724143,-77.20551765
No Injury,39.19651293,-77.24414564
No Injury,39.15443667,-77.20963333
No Injury,39.04665978,-76.98702068
No Injury,39.02053333,-77.0122
No Injury,39.05769417,-76.9687525
Minor Injury,39.15620583,-77.22574417
No Injury,38.996165,-77.02811
No Injury,39.20865,-77.23126167
No Injury,39.09378315,-77.0762628
No Injury,39.07600538,-77.16219968
No Injury,39.04665978,-76.98702068
No Injury,39.03545717,-77.04920133
No Injury,38.994315,-76.99242667
Minor Injury,39.211903,-77.20471117
No Injury,39.05571133,-77.14972317
No Injury,39.15774346,-77.20452925
Minor Injury,39.21575833,-77.252615
No Injury,39.04485552,-77.1113781
No Injury,39.03376333,-77.07487
Minor Injury,39.09540833,-77.07498833
No Injury,39.01359357,-77.04187533
No Injury,39.07451833,-76.956775
No Injury,39.01931774,-77.10342337
No Injury,39.11492167,-77.15886
No Injury,39.19735333,-77.27393667
Minor Injury,38.99361367,-77.096213
Minor Injury,39.05375133,-77.13679883
No Injury,39.0417455,-76.9912145
No Injury,39.01359357,-77.04187533
No Injury,39.18059033,-77.26388367
No Injury,39.09608,-77.09397167
No Injury,39.03972607,-77.05506725
No Injury,38.996685,-77.03666
No Injury,39.00010833,-76.995005
No Injury,39.107755,-77.00375667
Minor Injury,39.03614833,-77.03675667
Minor Injury,39.12531917,-77.17498183
